,id,nombre,precio,estado,scrap_locat,dist_scrap_locat,reservado,url,fecha
0,1100788839,gopro 10 black + baterias,"270,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-black-1100788839,20250212
1,1099048358,go pro black hero 10,"400,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/go-pro-black-hero-10-1099048358,20250212
2,1090787536,gopro 10,"248,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-1090787536,20250212
3,1094003898,gopro hero 10 black,"310,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-1094003898,20250212
4,1091711762,gopro hero 10 black y accesorios,"240,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-y-accesorios-1091711762,20250212
5,1086977927,gopro hero black 10,"200,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-black-10-1086977927,20250212
6,1071003713,gopro hero 10,"200,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gooro-hero-10-1071003713,20250212
7,1051674571,cambio panasonic por gopro 10,"250,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/cambio-panasonic-por-gopro-10-1051674571,20250212
8,1048036050,gopro hero 10 + accesorios,"230,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10---accesorios-1048036050,20250212
9,1037670264,gopro hero 10 black ,"330,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-1037670264,20250212
10,1006123008,gopro 10,"200,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-1006123008,20250212
11,997314133,gopro 10 ,"180,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-997314133,20250212
12,1027999409,gopro hero 10 black + pack max lens,"300,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black---pack-max-lens-1027999409,20250212
13,936206770,gopro hero 10 con accesorios a estrenar,"260,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-con-accesorios-a-estrenar-936206770,20250212
14,934696940,gopro hero 10 black,"280,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-934696940,20250212
15,1096049607,gopro hero 10 black con accesorios ,"350,00",new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-con-accesorios-1096049607,20250212
16,1086866366,go pro hero 10 black ,"250,00",new,madrid,60,False,https://es.wallapop.com/item/go-pro-hero-10-black-1086866366,20250212
17,1080565222,camara go pro 10 black,"350,00",new,madrid,60,False,https://es.wallapop.com/item/camara-go-pro-10-black-1080565222,20250212
18,1030106635,gopro hero 10,"270,00",new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-1030106635,20250212
